,count,hate_speech,offensive_language,neither,class,tweet,
15634,3,0,3,0,1,RT @FunkyDineva: I have not watched part 2 of the reunion. I'm so over them hoes. I don't even care,
15635,3,0,3,0,1,"RT @FunkyDineva: If you can barely walk in your heels or your dress, bitch you are trying to hard",
15636,3,0,3,0,1,RT @FunkyDineva: Teenagers have got to be the most disrespectful sons of bitches ever! I commend all parents. It's not an easy job,
15638,3,0,3,0,1,"RT @FunnyJokeBook: If your tweets have never offended anyone, then you tweet like a little bitch.",
15641,3,0,3,0,1,"RT @FunnyOrTips: ugly people: taken &#128143; 

nerds: taken &#128143; 

hoes: taken &#128143; 

everybody: taken &#128143; 

me: &#128694;",
15642,3,0,3,0,1,"RT @FunnyPicsDepot: He really put ""side bitch contract"" &#128514;&#128514; http://t.co/KOktVOpVp1",
15643,3,0,3,0,1,RT @FunnyPicsDepot: Lmao I hate that hoe already &#128514; http://t.co/0vRAm5PFJL,
15644,6,0,6,0,1,RT @FunnyPicsDepot: Lmfao bitch got my phone https://t.co/alUNWj9SCk,
15645,3,0,3,0,1,RT @FunnyPicsDepot: Niggas develop superpowers when it comes to getting some pussy http://t.co/ADbxQlTDJj,
15646,3,0,3,0,1,RT @FunnyPicsDepot: These 5th grade hoes ain't loyal http://t.co/hhPruzXR0J,
15647,3,0,3,0,1,RT @FunnyPicsDepot: When u start realizing that bae is a hoe http://t.co/0j96w8OFMq,
15648,3,0,3,0,1,RT @FunnyPicsDepot: When you get twerk from the thickest bitch in the room http://t.co/a6r9U18EFS,
15650,3,0,3,0,1,"RT @FunnyPicsDepot: bitches be like ""I'm a virgin"" http://t.co/mFDwXmg8ic",
15651,3,1,2,0,1,RT @FunnyPicsDepot: bitches in middle school be like http://t.co/8HdtphPH51,
15652,3,0,3,0,1,RT @FunnyPicsDepot: how to get unlimited pussy in high school http://t.co/54vF2R3S3a,
15654,3,0,3,0,1,RT @FunnyPicsDepot: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/AMJyeK77QA,
15655,6,0,6,0,1,RT @FunnyPicsDepot: this bitch at the mall shaped like mr. incredible http://t.co/L8CuVNznWm,
15657,3,0,3,0,1,RT @FunnyQuotees: Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.,
15658,3,0,3,0,1,"RT @FunnyQuotees: I hope a bird shits on your face, bitch.",
15659,3,0,3,0,1,RT @FunnySayings: &#8220;you&#8217;re a bitch&#8221; that&#8217;s new information thanks,
15660,3,0,3,0,1,RT @Fvnxy: Irrelevant people talk so much shit like who the fuck are you bitch,
15661,6,0,6,0,1,RT @Fvnxy: When bae turns out to be a hoe http://t.co/h37nSQCmaR,
15662,3,0,3,0,1,"RT @G0ldenG0ddess: Turn up about to be real , marriott with my bitches for the weekend , mansion tonight , adult swim tomorrow &#128131;",
15663,3,0,3,0,1,RT @GBithc: This bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu,
15664,3,0,3,0,1,"RT @GDKElijah: Ladies, if your pussy sounds like this please hit my DMs. I need you for a science project &#128064; https://t.co/XR0HgOld5m",
15665,3,1,2,0,1,RT @GLODEH: Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,
15666,3,1,2,0,1,RT @GMB_Ace: @_100D dat Nigga Lame bro he Unfollowed Me Like A bitch,
15667,6,2,4,0,1,RT @GMB_Ace: Boss Niggas Fuk wit Boss bitches Vice versa..,
15669,3,0,3,0,1,RT @GMB_Ace: If U wife A bitch den She represent U...So Dnt Wife DA Wrong Bitch,
15670,3,0,3,0,1,RT @GMB_Ace: If more Den 5 Niggas can Say dey Fuked Yo bitch U Shuldnt Be cuffin Her &#8252;&#65039;&#128554;,
15671,6,0,6,0,1,RT @GMB_Ace: Lame bitches always Wanna try 2 Play a real Nigga like a Lame Bitch das how u get treated N cut loose&#9995;,
15672,3,0,3,0,1,RT @GMB_flash7414: Oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao,
15673,3,0,3,0,1,"RT @GODLOVESUGLYY_: You tell me I'm beautiful, like you tell every other bitch. Come on sir. #dobetter",
15674,3,0,3,0,1,RT @GOLDBONEQUEEN: Stevie J turned a hoe &#128111;into a Housewife&#128129;&#128141;&#128142; and Nikko turned a Housewife&#128582; into a hoe&#128111;&#128111;&#128131;&#9757; !!I swear this shit can happen,
15678,3,0,3,0,1,RT @GUNSandcrayons: What's wrong with these bitches breh http://t.co/wcGJoUdeue,
15679,3,1,2,0,1,RT @GVLDENBEAUTY_: these hoes woozy,
15680,3,1,2,0,1,RT @Gabriel_Montoya: RT &#8220;@Brandon_Rios1: @Gabriel_Montoya fuck u bitch hope I don't see u bitch cuz I would love for u to tell me to my fac&#8230;,
15681,3,0,3,0,1,RT @GabrielaAngela4: @JacklynAnnn @TheOneMiss_Luu bitches lover the word quality because they quality Bitches.,
15683,3,0,3,0,1,RT @GabrielaAngela4: Bitches be like Fuck ponies but ponies ve like Fuck bitches.,
15684,3,0,3,0,1,RT @GabrielaAngela4: That hoe wanta 6/6.,
15685,3,0,3,0,1,"RT @GangsterFeels: Yes i'm judging you by the way you dress, bitch.",
15687,3,0,3,0,1,RT @Garnettujl: Hoes will be hoes.,
15689,3,0,3,0,1,RT @GaryLopez_19: I'm gonna make this math test my bitch tomorrow.,
15692,3,1,2,0,1,RT @Gavin_McInnes: Asking the gov't to cure healthcare is like asking retards to cure down's.,
15694,3,0,3,0,1,"RT @Gawker: Congressman's office admits ""Hell yeah Benihana up in this bitch"" tweet was a mistake. http://t.co/LTzwuJC0Vs",
15695,3,0,3,0,1,"RT @GayAtHomeDad: Somewhere out there, a redneck is jerking off with a hand he'll lose in a firework accident tomorrow.",
15696,3,0,3,0,1,RT @GbOSMG: y'all gotta stop pumping these ugly hoes heads up &#128567;,
15697,3,0,3,0,1,RT @GeeZzzus: Don't no woman want a man that acts like a bitch,
15698,3,0,3,0,1,RT @Georganaaa_: I asked dis bitch to get me water 10 mins ago where Dafuq is it,
15699,3,0,3,0,1,RT @GeorgeCarlinSez: My uncle taught me abt sex. He said 'The birds fuck the bees.' Then he told me he banged a girl so hard her freckles c&#8230;,
15700,3,0,3,0,1,RT @GeorgeKelleyJr: If ur 20+ and still need ur parent's permission to do stuff ur a little bitch #growup,
15701,3,0,3,0,1,RT @GermanSquidd__: These water challenges are retarded as fuck.,
15702,3,0,3,0,1,RT @GetEmKee_iGotEm: hoes? I got several? they 10's or better &#128076;,
15703,3,0,3,0,1,RT @GetRKOd: Have a seat drunk bitch #RKO https://t.co/6XpNyr1Jbn,
15704,3,0,3,0,1,"RT @Get_It_MarMar: If I hit you wit that shottie bitch, I bet ya body flip ! &#128299;&#128165;&#128165;&#128165;",
15705,3,0,3,0,1,RT @GettEmm_Jay: So before you wear a thong get yo pussy in check,
15706,3,0,3,0,1,RT @Gezzy504: Niggas don't mind sharing hoes,
15707,3,0,3,0,1,RT @GhettoViine: Dumb bitch https://t.co/JdSvCGQFQn,
15708,3,0,3,0,1,RT @GhettoViine: This bitch came to the club with a broken neck? Bitch you serious? https://t.co/A9yNUopYvY,
15711,3,0,3,0,1,"RT @GirlTalk26: ""Real men ask for nudes""
Correction. Pussy ass bitches ask for nudes. Real men are out there working for women &amp; actually h&#8230;",
15713,3,0,3,0,1,RT @GirlsLoveDrugs: Talkin bout the next bitch but you ain't bout shit.,
15714,6,0,6,0,1,RT @Giselle_Horan13: @1D_NIPPLES_ you slay that bitch,
15716,3,0,3,0,1,RT @Gmel_Genuine: When ya broke ONLY real bitches stick around,
15718,3,0,3,0,1,"RT @GoatRapLines: Chief Keef changed the rap game when he said ""bitch I'm cooler than a cooler""",
15719,3,0,3,0,1,"RT @GoatRapLines: When Lil Wayne said ""Even deaf bitches say ""Hi"" to me, she tell a blind bitch and she say ""I gotta see"""" my headphones ju&#8230;",
15720,6,2,4,0,1,RT @GoatRapLines: When Wale said.....nvm that nigga trash,
15721,3,0,3,0,1,"RT @GoldenBella_: If a bitch could be okay with fucking a man knowing he has a girl, she's a hoe! That's it.",
15722,3,0,3,0,1,RT @Goldie_Brim: Smack a bitch no filter,
15724,3,0,3,0,1,"RT @Golfwangslut25: Tyga makes you think about fucking a bunch of bad bitches 
J.cole makes you motivated 
Drake makes you wanna think abou&#8230;",
15725,3,0,3,0,1,"RT @GoodKidLeo: catch a bitch snitch, my finger itchin on the switch",
15726,3,0,3,0,1,RT @Gook____: Lil stupid ass bitch I don't fuck with YOU!!&#128564;,
15727,3,0,3,0,1,"RT @Goons_TXT: Also, just because you suck dick, doesn't mean you have to act like a faggot.",
15729,3,0,3,0,1,RT @GorgeousCamry_: &#128514;&#128514; hoes be in everybody clothes and got the nerve to take a picture man that shit crazy !,
15730,6,0,6,0,1,RT @GorgeousCamry_: &#8220;@1inkkofrosess: @GorgeousCamry_ stop explaining yo self sorry ass bitch DONT NOBODY CARE &#128522;&#8221;eww you sound spicy !,
15731,3,0,3,0,1,RT @GorgeousCamry_: I peep a lot of shit and I just laugh cause these hoes some actors !,
15732,3,0,3,0,1,RT @GorgeousCamry_: it's two different things you hoes should know because a lot of you hoes THINK yal know me !,
15733,3,0,3,0,1,RT @GorgeousLeeiyah: Niggas loose they down bitch for a bitch who down to snitch &#128586;&#128175;,
15736,3,1,2,0,1,RT @GottaLuvLexci_: You know these hoes wishy washy,
15737,3,0,3,0,1,RT @GottaPHILMe: &#128128;&#128128; RT &#8220;@VersaceSilk: When you and your boys discover a hoe https://t.co/fbfR8trToY&#8221;,
15738,3,0,3,0,1,"RT @GrandadJFreeman: I'm tired of fat hoes calling themselves ""thick"". Bitch, yo fat ass can't even bend over and touch your toes withou ...",
15740,3,1,2,0,1,RT @GreatNegrodamus: Lmfaoooooooooo trash ass falcants RT @PacDaGoat: LMFAOOOOOOOOOOO ya stink @BlakeDaBasedSon,
15741,3,0,2,1,1,RT @GreatScottnyc: All bitches is crazy.,
15743,6,0,6,0,1,RT @GreaterThn: When you see bae retweet or mention some hoe http://t.co/864iI0yIoV,
15745,3,0,3,0,1,RT @Gresham_Major: U tell us you fuckin barbarian RT @TypoGawd: Does pussy juice really help ya beard grow?,
15746,3,1,2,0,1,"RT @Griff_TheGreat: Drake said it best when he said ""Niggas act more like bitches these days!""",
15747,3,0,3,0,1,"RT @GrownAssMidget: I&#8217;m a bitch? You&#8217;re a bitch. Your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. Now who&#8217;s t&#8230;",
15748,4,0,4,0,1,RT @GrvndBxrry: i hate when bitches brag bout how they bf put it down ........ Then they single .... &#128514;,
15749,3,1,2,0,1,"RT @GuapoAficionado: Kill em all at once I say.

RT &#8220;@PacDaGoat: The world will be a better place when bitches like her dies lonely http://&#8230;",
15750,3,0,3,0,1,"RT @GucciManeQuote1: Gucci, you conceited bitch I might be
'Cause my chain so bright, Stevie Wonder might see",
15751,6,0,6,0,1,RT @GuiltyZoE: &#128514;benzino bitch wasn't ready &#128557;&#128557;&#127821;,
15753,3,0,3,0,1,"RT @Gunplayrob187: Tired of dealing with these hoes , but my dick not &#128588;&#128175;&#128564;&#128514;&#128514;",
15754,3,0,3,0,1,"RT @GuruJeremy: Hoes use the""it just happened"" excuse as a means to cope wit them being a ho. They make it seem as if they had no control o&#8230;",
15755,3,0,3,0,1,"RT @GuruJeremy: That's how niggas get cheated on. She lie in ur face bc she in denial about her hoe actions. But she tell her homegirls ""it&#8230;",
15756,3,0,3,0,1,RT @GuruJeremy: Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b&#8230;,
15757,3,0,3,0,1,RT @Guwopp1017: Bullying doesn't exist.....BITCH ASS PEOPLE EXIST! If you don't stand the fuck up for yourself &amp; stop being a pussy!,
15758,3,0,3,0,1,RT @GuyCodes: Flirting with bitches on Twitter like http://t.co/UBFtGH262O,
15759,6,0,6,0,1,RT @GuyCodes: One loyal girlfriend is worth more than a hundred hoes.,
15760,3,0,3,0,1,"RT @GuyCodes: Scientists recently discovered that bitches, do in fact, be trippin'.",
15761,3,0,3,0,1,RT @GuysPIctures: Once bitches get the D... http://t.co/deWE9ttUz5,
15762,3,0,3,0,1,"RT @GvldRve: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221; You ain't lyi&#8230;",
15763,3,0,3,0,1,RT @Gvmby: This bitch possessed by the thot demon. https://t.co/FHfgbsihhE,
15764,3,0,3,0,1,RT @H8UHOES: Alot of good girls made a twitter &amp; became a hoe for the attention they don't receive from their fathers.,
15765,3,0,3,0,1,"RT @HBCUfessions: ""Mannn these hoes for everybody"" other words don't love these hoes especially at - FAMU...",
15766,3,0,3,0,1,RT @HBCUfessions: All these hoes want is sum Good Dick &amp; attention -All HBCU,
15767,3,0,3,0,1,"RT @HBCUfessions: Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA&#8230;",
15768,3,0,3,0,1,"RT @HBCUfessions: I got some bomb dick from a Alpha, a Q, 2 Kappas, a Iota, &amp;two professors all in the same month. Im not a hoe..I just say&#8230;",
15770,3,0,3,0,1,RT @HBCUfessions: I know if my bf breaks up w/ me I'll become the biggest hoe of all time &amp;probably fuck anyone who looks my way bc id be s&#8230;,
15771,3,0,3,0,1,RT @HBCUfessions: My body count went from 1 to 9 in one semester... I'm not a hoe just love sex -FAMU,
15772,3,0,3,0,1,RT @HBCUfessions: Sigmas love to eat pussy at their juice party's... - FAMU,
15773,3,0,3,0,1,RT @HBCUfessions: So my homegirl fucked this alpha but little does she know she's just sloppy seconds... How my pussy taste- FAMU,
15774,3,0,3,0,1,RT @HBCUfessions: Us dykes get more play than most niggas! -FAMU,
15775,3,0,3,0,1,RT @HBCUfessions: track girls have the best pussy!!! - Bethune-Cookman,
15777,3,0,3,0,1,RT @HELL3RELL: Today is the only day you hoes get a pass for being a fool&#128514;,
15778,3,1,2,0,1,"RT @HENNERGIZED: &#128557;&#128557;&#128557;&#8220;@StopBeingSober: Yall say ""Why you dating lil girls"" like mature hoes just on a rampage outside.&#8221;",
15779,3,0,3,0,1,RT @HG_Shit: @1BookieG I just fucked yo bitch bruh.. I tried not to tho,
15780,3,1,2,0,1,RT @HG_Shit: @1BookieG aye g.. I fucked yo bitch again by mistake..,
15781,3,0,3,0,1,RT @HG_Shit: @1BookieG them klutzy bitches,
15782,3,0,3,0,1,RT @HG_Shit: Cause bitch I'm Tae !! #KingLute,
15784,3,0,3,0,1,"RT @HG_Shit: On my mama yous a hoe! Omm yous a bitch! Omm if you get in a jam, I bet you snitch! Omm &#128514;",
15785,3,0,3,0,1,RT @HG_Shit: Pull up like look at my shoes bitch &#128526;,
15787,3,1,2,0,1,"RT @HOFSportsTalk: It's okay for Michael Sam to mock Manziel, but if Johnny mocked Sam by pretending to have a dick in his mouth he'd get a&#8230;",
15788,3,1,2,0,1,RT @HOOLIGANS_ISSUE: @Aj_Swagggg fucking faggots. They thirsty for eachother. They probably fuck behind redemption,
15789,3,0,3,0,1,RT @HOOLIGANS_ISSUE: @Aj_Swagggg those rich son's of bitches too gready. Smh,
15790,3,0,3,0,1,"RT @HUMOR18plus_: ""rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe "" http://t.co/VsY3ejFZHF",
15791,3,0,3,0,1,"RT @HUMonTHESE Every day, I thank my nigga Jesus for hot wings and my uncanny ability to tend to these bitches.",
15792,3,1,2,0,1,RT @HYPEBEASTAUSTIN: &#8220;@ViriDoesItt: Last night was cool until niggas was more worried bout us than bitches..&#8221;it's like that all the time.,
15793,3,0,3,0,1,"RT @HYPEBEASTAUSTIN: love one of you bucket headed hoes 

noway.",
15794,3,0,3,0,1,RT @HakoSav: Bruh why am i always sooooooooooooooo tired but i never sleep i'm like a new species of retard no disrespect,
15795,3,0,3,0,1,RT @Haley_Dych: I wonder when it got attractive to be a huge bitch,
15796,3,0,3,0,1,RT @HaloTGMG: @1stName_Bravo we all know this nigga a bitch.... niggas got nerve on twitter.,
15797,3,0,3,0,1,RT @HamseAbdala: Charlie Sheen is a fucking boss http://t.co/WdE24QtbF6,
15798,3,0,3,0,1,"RT @HandsomeAssDada: majority of these females yall gassing selling pussy , prostituting , escorting , tricks all that ... don't be fooled &#8230;",
15799,6,0,6,0,1,"RT @HannahJoeckel: I often try to help someone out if I can't decide whether I want to like their insta pic like ""ehh ill throw this bitch &#8230;",
15800,3,0,3,0,1,RT @HannahPike_: I think I'm addicted to naked pictures and sit talking bout bitches that we almost had&#127911;,
15801,3,0,3,0,1,RT @HardNuckLife: Kamehamehaaaaaaa bitch.,
15802,3,0,3,0,1,RT @Harmssy: RT @StrangeKeith: &#8220;@QuannDaDon: Word RT @TAN1AAA: Having zero hoes &gt;&gt;&gt;&gt;&#8221;,
15808,3,1,2,0,1,RT @HawkinsUSA: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;,
15809,3,0,2,1,1,RT @Hayyylayyy_: when I'm pissed I either go merit scholar and use big words or I go ghetto fabulous and talk like I'm trashy. either way I&#8230;,
15810,3,0,3,0,1,RT @HeIsMe_IAmHim: Cause lord know if another bitch call yo nigga handsome and he entertain it ALL HELL gonna break loose...,
15811,3,0,3,0,1,RT @HeMightBeJason: Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage&#8230;,
15812,3,0,3,0,1,RT @Heart_LessGirI: It amazes me how simple it is for girls to be insane bitches when it'd be just as easy for them to be normal &amp; sane. Ge&#8230;,
15813,3,0,3,0,1,RT @Heart_LessGirl: I know how in the moment people can be. Especially guys. So excuse me for not trusting you being fucked up around hoes.,
15814,6,2,4,0,1,"RT @Heartlle: i don't like girls that've been around &#128564;, niggas really be cuffin' community pussy.",
15815,3,0,3,0,1,"RT @HeavensWay_: &#8220;@Thompson_Era: &#8220;@JuniorMaye8: @Thompson_Era it goes to her ego&#8221; 

And her head bc it sholl is big&#8221; bye bitches",
15818,3,0,3,0,1,"RT @HeisNotAllowed: My boyfriend isn't allowed to give a girl his jacket. That hoe knows damn well what channel the weather is on, she cou&#8230;",
15819,6,2,4,0,1,"RT @Heissarcastic: Facebook needs these 3 buttons: ""Dislike"", ""Who cares"", ""Are you retarded?""",
15820,3,0,3,0,1,"RT @Heissarcastic: If my jokes offend you:

1) I'm sorry
2) It won't happen again
3) 1 &amp; 2 are lies
4) You're a pussy
5) Your Mom hates you&#8230;",
16700,6,0,5,1,1,RT @MA_OTL: Luv n hip hop checks drying up bitches turning to insurance scams! http://t.co/JrJtHV25t2,
16705,3,1,2,0,1,RT @MGKyd_O: I don't understand how so many Americans can hate on Obama for saluting with a latte. Nobody tells these swagfags anything abo&#8230;,
16706,3,0,3,0,1,RT @MIKEB_IN_THE_D: @_thomkins_ I got 11 nuggets this time bitch. #CouldntBeHappier,
16707,3,0,3,0,1,"RT @MIKEMIKE2REAL I told u bout doing that &#128514;""@ThoughtsOfRandy: Some niggaz will say and PAY anything to get the pussy."" + must be you",
16708,3,0,3,0,1,RT @MILLYvanillyy_: Noooo let me tell yall .... Some bitches in baltimore be ratchetttttt .,
16711,3,0,3,0,1,RT @MLPerkinsJr: Overtime bitches.,
16713,3,1,2,0,1,RT @MNYves: I want someone I can call my own without another bitch staking claim on him simultaneously.,
16714,3,0,3,0,1,RT @MNicolee_: Got this bitch at work mad with me bc her ex BITCH on my dick &#128514;&#128514;&#128514;,
16717,3,0,3,0,1,RT @Mabelistocute: Every bad bitch comes with mood swings,
16718,3,0,3,0,1,RT @Mabelistocute: You suppose to keep your hoes from finding out about each other,
16720,3,0,3,0,1,RT @MacMiller: Liam Gallagher came to see me perform tonight. He said I was a mental cunt. That's fucking amazing.,
16722,3,1,2,0,1,"RT @MackLovin_: Ctfu, nigga's only call you a bitch when you speaking the truth about em or they don't get they way &#128514;&#128514;",
16723,3,0,3,0,1,RT @MadChad412: OMG Hahaha best thing you will watch today. Milan Lucic is a crybaby bitch goon. F him and F the Bruins https://t.co/KkPzGL&#8230;,
16724,3,0,3,0,1,RT @MadFlyentist: Look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there,
16725,6,1,5,0,1,"RT @MadPatsFan1954: .@FR_INC ""coon meat?!"" Made me ill to even type that. Racist much? @lybr3",
16726,4,1,3,0,1,RT @MadameCrystalB: Tori better watch-out from her hoes..she's gonna get caught up &#128064;&#128064;&#128064;,
16727,6,0,6,0,1,"RT @MaddieKreyKrey: I have to pretend like I'm a cold hearted bitch and cut you off in an instant without a second thought, when actually I&#8230;",
16728,3,0,3,0,1,RT @MadeaDonPlay: Call da po po hoe.,
16729,3,0,3,0,1,RT @Magssca: &#8220;@uce_INA: @Magssca you aint gon take a pic tho&#8221; &#128133; not scared to I'm in a Japanese steakhouse tho bitch was walking quick,
16731,3,0,3,0,1,RT @MahoghanyXO: The world wouldn&#8217;t be as fun if hoes didn&#8217;t exist.,
16732,3,1,2,0,1,RT @MainetheCK: I sell dope. I fuck hoes and make songs bout the shit. I rob niggas for they work and dont feel wrong bout the shit.,
16734,4,0,4,0,1,"RT @Makeit_aMiller: @Mike_Stud @HoodieAllen hoodie is a little bitch, when was the last time you heard about hoodies ""team"" mike put all hi&#8230;",
16735,3,0,3,0,1,RT @Males_Thoughts: No bitch ass chick flick will ever be as sad as this movie http://t.co/o0sk0SM40f,
16736,3,0,3,0,1,"RT @MalloryYnfante: All I see over Instagram ""Alice Texas hoes"". That's so low... Even for Alice.",
16737,3,0,3,0,1,RT @Mana_Bananas: Lol my wall of trust is so thick now. If I'm the biggest bitch you've ever met. You'll know why ;*,
16738,3,0,3,0,1,"RT @MandyMarin: Welcome to Good Burger, home of the Good Burger, can I fuck your bitch?",
16739,3,0,2,1,1,RT @MandylouGraham: We put a redneck in the White House it's gonna be the camo house. @Moccasin_Creek &#128521;&#128514;,
16741,3,0,3,0,1,RT @MannyCovarrubia: It ain't nothing to cut that bitch off&#9986;&#65039;,
16742,3,0,2,1,1,RT @Manny_bermudez2: Back in this bitch,
16743,3,1,2,0,1,RT @Manstagram_: This bitch went full on retard http://t.co/nXj4QqGMx2,
16745,3,0,3,0,1,RT @Manstagram_: When your trying to resist the urge to smack a bitch http://t.co/8eQ3xB8Cjb,
16747,3,0,3,0,1,RT @Marckoo_yo: Youzza bitch,
16748,3,0,3,0,1,RT @MarcusButlerTv: When someone's phone goes off in the cinema I want to jump across the seats and fly kick dat bitch.,
16750,6,0,6,0,1,RT @MarijuanaPosts: Ever leave me around your bitch I&#8217;mma get her stoned.,
16751,3,0,3,0,1,RT @MarioPalush: trying so hard to resist the urge to smack a bitch http://t.co/UkOF7K2RrH,
16752,3,0,3,0,1,RT @MarkAdkins2: #projectdrugs&amp;bitches,
16753,3,0,3,0,1,RT @MarkB_LifeStyle: They trash... RT @B_Dot_Conto: Pointless Bitches In The Club RT @RooseveltChaun: Smfh http://t.co/X4o0wmAtws,
16754,6,0,6,0,1,RT @Marlin_FishyAss: A bitch a get chalked b4 I catch feelings,
16755,3,0,3,0,1,RT @Marlin_FishyAss: Damn hoes askin niggas do I smoke.... No bitch u not getting smoked out tonight,
16756,3,0,3,0,1,RT @Marlin_FishyAss: If I did smoke I would not be smokin hoes out... Less they gettin fucked on,
16757,3,0,3,0,1,RT @Marlin_FishyAss: If yo hoe choose.. Let her choose fuck her friend or her momma,
16758,3,0,3,0,1,RT @MarqsBack: &#8220;@viaNAWF: Twitpic your reaction if you find out the love of your life selling pussy/sold pussy on backpage&#8221; http://t.co/xZi&#8230;,
16759,3,0,3,0,1,RT @MarsaSteenhoek: 50 rts&amp; I'll take the mic&amp; say fuck her right in the pussy http://t.co/4VHc5O7rZ5,
16760,3,0,3,0,1,RT @MarshallTaylor_: You got niggas and I got bitches.,
16761,3,0,3,0,1,RT @MartinSopchak: @TheChrisCates you're a fucking pussy. And no this isn't a joke you girly little bitch.,
16765,3,0,3,0,1,RT @Master11_: Slowly moving down the list in bs and hoes .... I already know Nolan and Lamar stock is rising lol,
16766,3,0,3,0,1,RT @MasterChefSweg: Basic bitch starter pack http://t.co/ehE4QBUVuJ,
16767,3,1,2,0,1,RT @MasterSleepy: @JefDaBest cranberry juice niggah ... 100% cranberry with vitamin c ... You'll piss it out,
16768,6,1,5,0,1,RT @Masteroshi_: #MigosConcert was turnt af last night but @BobbyShmurdaGS9 shut that bitch down wit #hotnigga frfr,
16769,6,2,4,0,1,RT @MattAncheyta: Dumb bitch,
16770,3,0,2,1,1,RT @MattHasTheMusic: @SelfPaidYayo @OGMaco if u ain't making music for me to sip Henny to u a bitch so Maco winnin if he from a island no f&#8230;,
16772,3,0,3,0,1,"RT @Matthops82: In conclusion, Lois Lerner is a giant bitch.",
16773,3,0,3,0,1,"RT @Matthops82: cc: Rosemary Lehmberg RT @ComedyCentral: &#8220;I'll show you how to chug a beer, motherf**ker!&#8221; #Beerfest http://t.co/1JNGk3MXfh",
16774,3,0,2,1,1,"RT @MattieTrump97: Win % since pile of trash @jairusbyrd went to New Orleans:

#Buffalo:1.000
#NewOrleans:0.0000000000000

#FuckByrd
#WhoNe&#8230;",
16776,3,0,3,0,1,"RT @Mattyfatass: You a pussy bitch and I kick your ass in gta, but you're chill as fuck and we need that 1v1 in basketball again",
16778,3,0,3,0,1,RT @MaxDeLaCruz8: Happy birthday bitch @Whitecholo23 http://t.co/DmeqQFL8X1,
16780,3,0,3,0,1,RT @Maxin_Betha Wipe the cum out of them faggot RT @80sbaby4life Contact lens is wildin can't see shit,
16781,3,0,3,0,1,"RT @MayaAngelouFRO: Ready to slay these bitches and im not even half way thew my soak
http://t.co/uKCdyM7kbx",
16782,3,0,3,0,1,RT @Mbw44: &#8220;@luzerne_troy: &#8220;@balenceeaga: &#8220;@AienneLuckera: This bitch is awesome &#128588; http://t.co/Q5yhJTbcnr&#8221;need this,
16786,3,0,3,0,1,"RT @McNarstle: Yes, the bird tweets in the morning are lovely but remember, what you're hearing is: BIRD COCK HERE! GET SOME ROCK HARD BIRD&#8230;",
16787,3,0,3,0,1,RT @Mdizzle9000: this dumb bitch said....RT @MsVaVaVoom No matter what a man says the only way he'll truly respect you is if u hold out sex,
16789,3,1,2,0,1,"RT @MeechIsDEAD: I Cant Wait Till U &amp; Ya Boyfriend Break Up, That nigga act Like he own the pussy",
16790,6,0,6,0,1,RT @Meechgod: &#8220;@1017_Sqquad: But it's some bad bitches on backpage ... You might find one of yo followers on there too &#128064;&#128064; &#128056;&#9749;&#65039;#WhereTheyAtDo&#8230;,
16792,3,0,3,0,1,"RT @Meeting_aJERNed: Fam RT @PBS_Impulse9: ""It ain't nothin to cut that bitch off""

--- Vincent Van Gogh",
16797,3,0,3,0,1,RT @MelloPsycho: Apparently the current hair trend for Hollywood bitches is to look like you lost a fight with a weed whacker.,
16801,3,0,3,0,1,"RT @MensHumor: Monday, what's up you ugly bitch?",
16802,3,0,2,1,1,RT @MensHumor: One man's trash is another man's girlfriend.,
16803,3,0,3,0,1,RT @MenstruaI: hearing a bitch tell a story and all u can think is &#8220;lie lie lie&#8221; &#128530;,
16804,3,0,3,0,1,RT @MenstruaI: rt if ur a sassy ass bitch,
16806,3,0,3,0,1,RT @MetroBoomin: Coming soon on a bitch nigga!!!!! #MONSTERtape 10.28 http://t.co/03aS6BGqeC,
16807,6,1,4,1,1,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6",
16808,3,0,3,0,1,RT @MeyaKardashian: This bitch is fucking insane. &#8220;@TwiterDeze_NUTS: 2) what is a sentence that describes you in 5 words?&#8221;,
